7
X1: 0,10381416713016423 Y1: 0,7602880658436214 X2: 0,10262620361331314 Y2: 0,7602880658436214 Colour: -16711926
X1: 0,10262620361331314 Y1: 0,7602880658436214 X2: 0,10322018537173869 Y2: 0,7613168724279835 Colour: -16711926
X1: 0,10322018537173869 Y1: 0,7613168724279835 X2: 0,10262620361331314 Y2: 0,7623456790123457 Colour: -16711926
X1: 0,10262620361331314 Y1: 0,7623456790123457 X2: 0,10143824009646206 Y2: 0,7623456790123457 Colour: -16711925
X1: 0,10143824009646206 Y1: 0,7623456790123457 X2: 0,10084425833803652 Y2: 0,7613168724279836 Colour: -16711925
X1: 0,10084425833803652 Y1: 0,7613168724279836 X2: 0,100250276579611 Y2: 0,7623456790123457 Colour: -16711925
X1: 0,100250276579611 Y1: 0,7623456790123457 X2: 0,09906231306275992 Y2: 0,7623456790123457 Colour: -16711925
X1: 0,09906231306275992 Y1: 0,7623456790123457 X2: 0,09965629482118545 Y2: 0,7633744855967078 Colour: -16711925
X1: 0,09965629482118545 Y1: 0,7633744855967078 X2: 0,0990623130627599 Y2: 0,7644032921810701 Colour: -16711925
X1: 0,0990623130627599 Y1: 0,7644032921810701 X2: 0,10025027657961097 Y2: 0,76440329218107 Colour: -16711925
X1: 0,10025027657961097 Y1: 0,76440329218107 X2: 0,10084425833803651 Y2: 0,7654320987654322 Colour: -16711925
X1: 0,10084425833803651 Y1: 0,7654320987654322 X2: 0,10025027657961097 Y2: 0,7664609053497943 Colour: -16711924
X1: 0,10025027657961097 Y1: 0,7664609053497943 X2: 0,09906231306275992 Y2: 0,7664609053497943 Colour: -16711924
X1: 0,09906231306275992 Y1: 0,7664609053497943 X2: 0,09965629482118543 Y2: 0,7674897119341564 Colour: -16711924
X1: 0,09965629482118543 Y1: 0,7674897119341564 X2: 0,0990623130627599 Y2: 0,7685185185185185 Colour: -16711924
X1: 0,0990623130627599 Y1: 0,7685185185185185 X2: 0,10025027657961097 Y2: 0,7685185185185185 Colour: -16711924
X1: 0,10025027657961097 Y1: 0,7685185185185185 X2: 0,10084425833803651 Y2: 0,7695473251028806 Colour: -16711924
X1: 0,10084425833803651 Y1: 0,7695473251028806 X2: 0,10143824009646205 Y2: 0,7685185185185185 Colour: -16711924
X1: 0,10143824009646205 Y1: 0,7685185185185185 X2: 0,10262620361331314 Y2: 0,7685185185185185 Colour: -16711924
X1: 0,10262620361331314 Y1: 0,7685185185185185 X2: 0,10322018537173867 Y2: 0,7695473251028806 Colour: -16711923
X1: 0,10322018537173867 Y1: 0,7695473251028806 X2: 0,10262620361331312 Y2: 0,7705761316872428 Colour: -16711923
X1: 0,10262620361331312 Y1: 0,7705761316872428 X2: 0,1038141671301642 Y2: 0,7705761316872428 Colour: -16711923
X1: 0,1038141671301642 Y1: 0,7705761316872428 X2: 0,10440814888858974 Y2: 0,7716049382716049 Colour: -16711923
X1: 0,10440814888858974 Y1: 0,7716049382716049 X2: 0,10500213064701529 Y2: 0,7705761316872428 Colour: -16711923
X1: 0,10500213064701529 Y1: 0,7705761316872428 X2: 0,10619009416386634 Y2: 0,7705761316872428 Colour: -16711923
X1: 0,10619009416386634 Y1: 0,7705761316872428 X2: 0,10559611240544084 Y2: 0,7695473251028807 Colour: -16711923
X1: 0,10559611240544084 Y1: 0,7695473251028807 X2: 0,10619009416386638 Y2: 0,7685185185185186 Colour: -16711923
X1: 0,10619009416386638 Y1: 0,7685185185185186 X2: 0,10737805768071747 Y2: 0,7685185185185186 Colour: -16711922
X1: 0,10737805768071747 Y1: 0,7685185185185186 X2: 0,107972039439143 Y2: 0,7695473251028807 Colour: -16711922
X1: 0,107972039439143 Y1: 0,7695473251028807 X2: 0,10856602119756856 Y2: 0,7685185185185186 Colour: -16711922
X1: 0,10856602119756856 Y1: 0,7685185185185186 X2: 0,10975398471441963 Y2: 0,7685185185185186 Colour: -16711922
X1: 0,10975398471441963 Y1: 0,7685185185185186 X2: 0,11034796647284517 Y2: 0,7695473251028807 Colour: -16711922
X1: 0,11034796647284517 Y1: 0,7695473251028807 X2: 0,10975398471441963 Y2: 0,7705761316872429 Colour: -16711922
X1: 0,10975398471441963 Y1: 0,7705761316872429 X2: 0,11094194823127071 Y2: 0,7705761316872428 Colour: -16711922
X1: 0,11094194823127071 Y1: 0,7705761316872428 X2: 0,11153592998969626 Y2: 0,771604938271605 Colour: -16711922
X1: 0,11153592998969626 Y1: 0,771604938271605 X2: 0,11094194823127072 Y2: 0,7726337448559671 Colour: -16711921
X1: 0,11094194823127072 Y1: 0,7726337448559671 X2: 0,10975398471441968 Y2: 0,7726337448559671 Colour: -16711921
X1: 0,10975398471441968 Y1: 0,7726337448559671 X2: 0,11034796647284519 Y2: 0,7736625514403292 Colour: -16711921
X1: 0,11034796647284519 Y1: 0,7736625514403292 X2: 0,10975398471441965 Y2: 0,7746913580246914 Colour: -16711921
X1: 0,10975398471441965 Y1: 0,7746913580246914 X2: 0,11094194823127072 Y2: 0,7746913580246914 Colour: -16711921
X1: 0,11094194823127072 Y1: 0,7746913580246914 X2: 0,11153592998969623 Y2: 0,7757201646090536 Colour: -16711921
X1: 0,11153592998969623 Y1: 0,7757201646090536 X2: 0,11212991174812181 Y2: 0,7746913580246915 Colour: -16711921
X1: 0,11212991174812181 Y1: 0,7746913580246915 X2: 0,11331787526497289 Y2: 0,7746913580246915 Colour: -16711921
X1: 0,11331787526497289 Y1: 0,7746913580246915 X2: 0,11391185702339843 Y2: 0,7757201646090536 Colour: -16711920
X1: 0,11391185702339843 Y1: 0,7757201646090536 X2: 0,11331787526497292 Y2: 0,7767489711934157 Colour: -16711920
X1: 0,11331787526497292 Y1: 0,7767489711934157 X2: 0,11450583878182397 Y2: 0,7767489711934157 Colour: -16711920
X1: 0,11450583878182397 Y1: 0,7767489711934157 X2: 0,1150998205402495 Y2: 0,7777777777777778 Colour: -16711920
X1: 0,1150998205402495 Y1: 0,7777777777777778 X2: 0,11569380229867504 Y2: 0,7767489711934157 Colour: -16711920
X1: 0,11569380229867504 Y1: 0,7767489711934157 X2: 0,11688176581552613 Y2: 0,7767489711934157 Colour: -16711920
X1: 0,11688176581552613 Y1: 0,7767489711934157 X2: 0,11628778405710058 Y2: 0,7757201646090535 Colour: -16711920
X1: 0,11628778405710058 Y1: 0,7757201646090535 X2: 0,11688176581552612 Y2: 0,7746913580246914 Colour: -16711920
X1: 0,11688176581552612 Y1: 0,7746913580246914 X2: 0,11806972933237721 Y2: 0,7746913580246914 Colour: -16711919
X1: 0,11806972933237721 Y1: 0,7746913580246914 X2: 0,11866371109080275 Y2: 0,7757201646090535 Colour: -16711919
X1: 0,11866371109080275 Y1: 0,7757201646090535 X2: 0,1192576928492283 Y2: 0,7746913580246914 Colour: -16711919
X1: 0,1192576928492283 Y1: 0,7746913580246914 X2: 0,12044565636607937 Y2: 0,7746913580246914 Colour: -16711919
X1: 0,12044565636607937 Y1: 0,7746913580246914 X2: 0,11985167460765382 Y2: 0,7736625514403292 Colour: -16711919
X1: 0,11985167460765382 Y1: 0,7736625514403292 X2: 0,12044565636607937 Y2: 0,772633744855967 Colour: -16711919
X1: 0,12044565636607937 Y1: 0,772633744855967 X2: 0,11925769284922827 Y2: 0,772633744855967 Colour: -16711919
X1: 0,11925769284922827 Y1: 0,772633744855967 X2: 0,11866371109080273 Y2: 0,7716049382716049 Colour: -16711919
X1: 0,11866371109080273 Y1: 0,7716049382716049 X2: 0,11925769284922827 Y2: 0,7705761316872428 Colour: -16711918
X1: 0,11925769284922827 Y1: 0,7705761316872428 X2: 0,12044565636607936 Y2: 0,7705761316872428 Colour: -16711918
X1: 0,12044565636607936 Y1: 0,7705761316872428 X2: 0,11985167460765381 Y2: 0,7695473251028806 Colour: -16711918
X1: 0,11985167460765381 Y1: 0,7695473251028806 X2: 0,12044565636607936 Y2: 0,7685185185185185 Colour: -16711918
X1: 0,12044565636607936 Y1: 0,7685185185185185 X2: 0,12163361988293045 Y2: 0,7685185185185185 Colour: -16711918
X1: 0,12163361988293045 Y1: 0,7685185185185185 X2: 0,12222760164135599 Y2: 0,7695473251028806 Colour: -16711918
X1: 0,12222760164135599 Y1: 0,7695473251028806 X2: 0,12282158339978153 Y2: 0,7685185185185185 Colour: -16711918
X1: 0,12282158339978153 Y1: 0,7685185185185185 X2: 0,12400954691663262 Y2: 0,7685185185185185 Colour: -16711918
X1: 0,12400954691663262 Y1: 0,7685185185185185 X2: 0,12460352867505815 Y2: 0,7695473251028806 Colour: -16711917
X1: 0,12460352867505815 Y1: 0,7695473251028806 X2: 0,12400954691663262 Y2: 0,7705761316872428 Colour: -16711917
X1: 0,12400954691663262 Y1: 0,7705761316872428 X2: 0,1251975104334837 Y2: 0,7705761316872428 Colour: -16711917
X1: 0,1251975104334837 Y1: 0,7705761316872428 X2: 0,12579149219190924 Y2: 0,7716049382716049 Colour: -16711917
X1: 0,12579149219190924 Y1: 0,7716049382716049 X2: 0,12638547395033478 Y2: 0,7705761316872428 Colour: -16711917
X1: 0,12638547395033478 Y1: 0,7705761316872428 X2: 0,12757343746718586 Y2: 0,7705761316872428 Colour: -16711917
X1: 0,12757343746718586 Y1: 0,7705761316872428 X2: 0,12697945570876032 Y2: 0,7695473251028806 Colour: -16711917
X1: 0,12697945570876032 Y1: 0,7695473251028806 X2: 0,12757343746718586 Y2: 0,7685185185185185 Colour: -16711917
X1: 0,12757343746718586 Y1: 0,7685185185185185 X2: 0,12876140098403693 Y2: 0,7685185185185185 Colour: -16711916
X1: 0,12876140098403693 Y1: 0,7685185185185185 X2: 0,1293553827424625 Y2: 0,7695473251028806 Colour: -16711916
X1: 0,1293553827424625 Y1: 0,7695473251028806 X2: 0,129949364500888 Y2: 0,7685185185185185 Colour: -16711916
X1: 0,129949364500888 Y1: 0,7685185185185185 X2: 0,1311373280177391 Y2: 0,7685185185185185 Colour: -16711916
X1: 0,1311373280177391 Y1: 0,7685185185185185 X2: 0,13054334625931358 Y2: 0,7674897119341564 Colour: -16711916
X1: 0,13054334625931358 Y1: 0,7674897119341564 X2: 0,1311373280177391 Y2: 0,7664609053497942 Colour: -16711916
X1: 0,1311373280177391 Y1: 0,7664609053497942 X2: 0,129949364500888 Y2: 0,7664609053497942 Colour: -16711916
X1: 0,129949364500888 Y1: 0,7664609053497942 X2: 0,12935538274246247 Y2: 0,7654320987654321 Colour: -16711916
X1: 0,12935538274246247 Y1: 0,7654320987654321 X2: 0,129949364500888 Y2: 0,76440329218107 Colour: -16711915
X1: 0,129949364500888 Y1: 0,76440329218107 X2: 0,13113732801773909 Y2: 0,76440329218107 Colour: -16711915
X1: 0,13113732801773909 Y1: 0,76440329218107 X2: 0,13054334625931355 Y2: 0,7633744855967077 Colour: -16711915
X1: 0,13054334625931355 Y1: 0,7633744855967077 X2: 0,13113732801773909 Y2: 0,7623456790123456 Colour: -16711915
X1: 0,13113732801773909 Y1: 0,7623456790123456 X2: 0,129949364500888 Y2: 0,7623456790123456 Colour: -16711915
X1: 0,129949364500888 Y1: 0,7623456790123456 X2: 0,12935538274246244 Y2: 0,7613168724279835 Colour: -16711915
X1: 0,12935538274246244 Y1: 0,7613168724279835 X2: 0,12876140098403693 Y2: 0,7623456790123457 Colour: -16711915
X1: 0,12876140098403693 Y1: 0,7623456790123457 X2: 0,12757343746718586 Y2: 0,7623456790123457 Colour: -16711915
X1: 0,12757343746718586 Y1: 0,7623456790123457 X2: 0,12697945570876032 Y2: 0,7613168724279836 Colour: -16711914
X1: 0,12697945570876032 Y1: 0,7613168724279836 X2: 0,12757343746718586 Y2: 0,7602880658436214 Colour: -16711914
X1: 0,12757343746718586 Y1: 0,7602880658436214 X2: 0,12638547395033478 Y2: 0,7602880658436215 Colour: -16711914
X1: 0,12638547395033478 Y1: 0,7602880658436215 X2: 0,12579149219190922 Y2: 0,7592592592592593 Colour: -16711914
X1: 0,12579149219190922 Y1: 0,7592592592592593 X2: 0,12638547395033475 Y2: 0,7582304526748972 Colour: -16711914
X1: 0,12638547395033475 Y1: 0,7582304526748972 X2: 0,12757343746718583 Y2: 0,7582304526748972 Colour: -16711914
X1: 0,12757343746718583 Y1: 0,7582304526748972 X2: 0,1269794557087603 Y2: 0,7572016460905351 Colour: -16711914
X1: 0,1269794557087603 Y1: 0,7572016460905351 X2: 0,12757343746718583 Y2: 0,7561728395061729 Colour: -16711914
X1: 0,12757343746718583 Y1: 0,7561728395061729 X2: 0,1287614009840369 Y2: 0,7561728395061729 Colour: -16711913
X1: 0,1287614009840369 Y1: 0,7561728395061729 X2: 0,12935538274246247 Y2: 0,757201646090535 Colour: -16711913
X1: 0,12935538274246247 Y1: 0,757201646090535 X2: 0,129949364500888 Y2: 0,7561728395061729 Colour: -16711913
X1: 0,129949364500888 Y1: 0,7561728395061729 X2: 0,13113732801773909 Y2: 0,7561728395061729 Colour: -16711913
X1: 0,13113732801773909 Y1: 0,7561728395061729 X2: 0,13054334625931355 Y2: 0,7551440329218108 Colour: -16711913
X1: 0,13054334625931355 Y1: 0,7551440329218108 X2: 0,13113732801773909 Y2: 0,7541152263374485 Colour: -16711913
X1: 0,13113732801773909 Y1: 0,7541152263374485 X2: 0,129949364500888 Y2: 0,7541152263374487 Colour: -16711913
X1: 0,129949364500888 Y1: 0,7541152263374487 X2: 0,12935538274246244 Y2: 0,7530864197530864 Colour: -16711913
X1: 0,12935538274246244 Y1: 0,7530864197530864 X2: 0,12994936450088798 Y2: 0,7520576131687243 Colour: -16711912
X1: 0,12994936450088798 Y1: 0,7520576131687243 X2: 0,13113732801773909 Y2: 0,7520576131687243 Colour: -16711912
X1: 0,13113732801773909 Y1: 0,7520576131687243 X2: 0,13054334625931352 Y2: 0,7510288065843622 Colour: -16711912
X1: 0,13054334625931352 Y1: 0,7510288065843622 X2: 0,13113732801773909 Y2: 0,75 Colour: -16711912
X1: 0,13113732801773909 Y1: 0,75 X2: 0,13232529153459016 Y2: 0,75 Colour: -16711912
X1: 0,13232529153459016 Y1: 0,75 X2: 0,13291927329301573 Y2: 0,7510288065843621 Colour: -16711912
X1: 0,13291927329301573 Y1: 0,7510288065843621 X2: 0,13351325505144124 Y2: 0,75 Colour: -16711912
X1: 0,13351325505144124 Y1: 0,75 X2: 0,13470121856829234 Y2: 0,75 Colour: -16711912
X1: 0,13470121856829234 Y1: 0,75 X2: 0,13529520032671788 Y2: 0,7510288065843621 Colour: -16711911
X1: 0,13529520032671788 Y1: 0,7510288065843621 X2: 0,13470121856829234 Y2: 0,7520576131687243 Colour: -16711911
X1: 0,13470121856829234 Y1: 0,7520576131687243 X2: 0,13588918208514342 Y2: 0,7520576131687242 Colour: -16711911
X1: 0,13588918208514342 Y1: 0,7520576131687242 X2: 0,13648316384356896 Y2: 0,7530864197530864 Colour: -16711911
X1: 0,13648316384356896 Y1: 0,7530864197530864 X2: 0,1370771456019945 Y2: 0,7520576131687243 Colour: -16711911
X1: 0,1370771456019945 Y1: 0,7520576131687243 X2: 0,1382651091188456 Y2: 0,7520576131687243 Colour: -16711911
X1: 0,1382651091188456 Y1: 0,7520576131687243 X2: 0,13767112736042003 Y2: 0,7510288065843622 Colour: -16711911
X1: 0,13767112736042003 Y1: 0,7510288065843622 X2: 0,1382651091188456 Y2: 0,75 Colour: -16711911
X1: 0,1382651091188456 Y1: 0,75 X2: 0,13945307263569667 Y2: 0,75 Colour: -16711910
X1: 0,13945307263569667 Y1: 0,75 X2: 0,1400470543941222 Y2: 0,7510288065843621 Colour: -16711910
X1: 0,1400470543941222 Y1: 0,7510288065843621 X2: 0,14064103615254775 Y2: 0,75 Colour: -16711910
X1: 0,14064103615254775 Y1: 0,75 X2: 0,14182899966939883 Y2: 0,75 Colour: -16711910
X1: 0,14182899966939883 Y1: 0,75 X2: 0,14242298142782436 Y2: 0,7510288065843621 Colour: -16711910
X1: 0,14242298142782436 Y1: 0,7510288065843621 X2: 0,14182899966939883 Y2: 0,7520576131687243 Colour: -16711910
X1: 0,14182899966939883 Y1: 0,7520576131687243 X2: 0,1430169631862499 Y2: 0,7520576131687242 Colour: -16711910
X1: 0,1430169631862499 Y1: 0,7520576131687242 X2: 0,14361094494467544 Y2: 0,7530864197530864 Colour: -16711910
X1: 0,14361094494467544 Y1: 0,7530864197530864 X2: 0,1430169631862499 Y2: 0,7541152263374485 Colour: -16711909
X1: 0,1430169631862499 Y1: 0,7541152263374485 X2: 0,14182899966939883 Y2: 0,7541152263374485 Colour: -16711909
X1: 0,14182899966939883 Y1: 0,7541152263374485 X2: 0,14242298142782436 Y2: 0,7551440329218106 Colour: -16711909
X1: 0,14242298142782436 Y1: 0,7551440329218106 X2: 0,14182899966939883 Y2: 0,7561728395061729 Colour: -16711909
X1: 0,14182899966939883 Y1: 0,7561728395061729 X2: 0,1430169631862499 Y2: 0,7561728395061729 Colour: -16711909
X1: 0,1430169631862499 Y1: 0,7561728395061729 X2: 0,14361094494467544 Y2: 0,757201646090535 Colour: -16711909
X1: 0,14361094494467544 Y1: 0,757201646090535 X2: 0,14420492670310098 Y2: 0,7561728395061729 Colour: -16711909
X1: 0,14420492670310098 Y1: 0,7561728395061729 X2: 0,14539289021995205 Y2: 0,7561728395061729 Colour: -16711909
X1: 0,14539289021995205 Y1: 0,7561728395061729 X2: 0,1459868719783776 Y2: 0,757201646090535 Colour: -16711908
X1: 0,1459868719783776 Y1: 0,757201646090535 X2: 0,14539289021995205 Y2: 0,7582304526748972 Colour: -16711908
X1: 0,14539289021995205 Y1: 0,7582304526748972 X2: 0,14658085373680313 Y2: 0,7582304526748971 Colour: -16711908
X1: 0,14658085373680313 Y1: 0,7582304526748971 X2: 0,1471748354952287 Y2: 0,7592592592592593 Colour: -16711908
X1: 0,1471748354952287 Y1: 0,7592592592592593 X2: 0,14776881725365423 Y2: 0,7582304526748972 Colour: -16711908
X1: 0,14776881725365423 Y1: 0,7582304526748972 X2: 0,1489567807705053 Y2: 0,7582304526748972 Colour: -16711908
